Date,RELIANCE.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,TCS.NS,KOTAKBANK.NS,HINDUNILVR.NS,ITC.NS,LT.NS,SBIN.NS,BAJFINANCE.NS,BHARTIARTL.NS,HCLTECH.NS,ASIANPAINT.NS,AXISBANK.NS,DMART.NS,MARUTI.NS,ULTRACEMCO.NS,HDFC.NS,TITAN.NS,SUNPHARMA.NS,M&M.NS,NESTLEIND.NS,WIPRO.NS,ADANIGREEN.NS,TATASTEEL.NS,JSWSTEEL.NS,POWERGRID.NS,ONGC.NS,NTPC.NS,COALINDIA.NS,BPCL.NS,IOC.NS,TECHM.NS,INDUSINDBK.NS,DIVISLAB.NS,GRASIM.NS,CIPLA.NS,BAJAJFINSV.NS,TATAMOTORS.NS,HEROMOTOCO.NS,DRREDDY.NS,SHREECEM.NS,BRITANNIA.NS,UPL.NS,EICHERMOT.NS,SBILIFE.NS,ADANIPORTS.NS,BAJAJ-AUTO.NS,HINDALCO.NS
2024-08-20 00:00:00+05:30,2991.89990234375,1637.699951171875,1179.449951171875,1872.199951171875,4523.2998046875,1805.6500244140625,2751.050048828125,498.79998779296875,3572.699951171875,820.2999877929688,6722.2001953125,1449.1500244140625,1686.75,3103.199951171875,1168.0,5079.2001953125,12214.9501953125,11349.7001953125,,3474.89990234375,1766.3499755859375,2771.300048828125,2518.5,524.6500244140625,1924.5999755859375,153.92999267578125,917.1500244140625,340.5,327.5556945800781,406.25,524.5999755859375,349.3999938964844,172.22999572753906,1628.5999755859375,1381.300048828125,4723.14990234375,2636.699951171875,1562.8499755859375,1602.0999755859375,1086.9000244140625,5244.39990234375,6965.35009765625,24730.55078125,5765.7998046875,566.1500244140625,4883.25,1761.300048828125,1492.550048828125,9779.7001953125,672.9000244140625
2024-08-21 00:00:00+05:30,2997.35009765625,1625.800048828125,1174.8499755859375,1872.699951171875,4551.5,1812.949951171875,2791.199951171875,505.3999938964844,3596.050048828125,815.5499877929688,6735.35009765625,1463.449951171875,1677.25,3151.550048828125,1174.4000244140625,5099.4501953125,12220.9501953125,11200.900390625,,3560.39990234375,1764.6500244140625,2769.39990234375,2551.75,526.3499755859375,1920.8499755859375,151.9199981689453,925.7999877929688,336.6499938964844,325.1741943359375,408.95001220703125,532.2000122070312,351.20001220703125,173.88999938964844,1604.6500244140625,1384.0,4900.7998046875,2684.85009765625,1594.5999755859375,1620.949951171875,1085.199951171875,5284.7001953125,7062.4501953125,24808.05078125,5837.35009765625,568.2999877929688,4913.5498046875,1800.5999755859375,1503.5,9852.0,685.5999755859375
2024-08-22 00:00:00+05:30,2996.25,1631.300048828125,1191.0999755859375,1880.25,4502.0,1821.5,2792.800048828125,504.54998779296875,3606.5,820.2999877929688,6743.60009765625,1486.3499755859375,1676.1500244140625,3186.60009765625,1169.949951171875,5057.85009765625,12276.349609375,11309.400390625,,3604.39990234375,1750.6500244140625,2732.949951171875,2551.0,519.0,1886.3499755859375,154.13999938964844,933.25,334.0,321.8500061035156,403.3500061035156,528.8499755859375,350.1000061035156,173.7899932861328,1611.25,1381.9000244140625,4911.4501953125,2755.14990234375,1585.800048828125,1625.699951171875,1068.449951171875,5329.9501953125,6969.0498046875,25012.400390625,5836.7998046875,579.1500244140625,4933.5498046875,1795.25,1492.300048828125,9914.2001953125,685.5499877929688
2024-08-23 00:00:00+05:30,2999.949951171875,1625.050048828125,1203.5,1862.0999755859375,4463.89990234375,1818.0,2815.60009765625,505.79998779296875,3598.550048828125,815.3499755859375,6735.85009765625,1506.75,1661.449951171875,3154.64990234375,1165.949951171875,4901.5,12302.2998046875,11341.7998046875,,3570.0,1775.75,2759.0,2529.199951171875,512.4000244140625,1900.9000244140625,154.1999969482422,941.0499877929688,336.25,318.8999938964844,401.95001220703125,538.8499755859375,352.20001220703125,173.1300048828125,1598.4000244140625,1388.550048828125,4855.9501953125,2748.550048828125,1574.550048828125,1639.9000244140625,1085.1500244140625,5384.89990234375,6954.5,24706.05078125,5792.64990234375,573.7000122070312,4898.10009765625,1789.300048828125,1491.300048828125,10406.4501953125,685.0999755859375
2024-08-26 00:00:00+05:30,3025.199951171875,1639.949951171875,1213.300048828125,1876.1500244140625,4502.4501953125,1812.5,2821.14990234375,505.70001220703125,3641.89990234375,815.0499877929688,6778.35009765625,1513.550048828125,1719.449951171875,3171.35009765625,1170.300048828125,4959.39990234375,12243.7998046875,11337.099609375,,3630.199951171875,1772.449951171875,2793.10009765625,2519.550048828125,520.0,1888.9000244140625,155.6999969482422,963.5,338.25,327.8500061035156,414.8500061035156,538.0999755859375,351.1499938964844,173.4600067138672,1640.1500244140625,1384.5,4926.25,2736.60009765625,1593.949951171875,1686.199951171875,1092.4000244140625,5343.75,6943.2998046875,24906.44921875,5796.9501953125,577.4500122070312,4875.2001953125,1796.25,1482.550048828125,10432.5498046875,711.8499755859375
2024-08-27 00:00:00+05:30,3000.89990234375,1637.75,1226.3499755859375,1900.0999755859375,4497.14990234375,1803.3499755859375,2766.89990234375,500.6000061035156,3702.699951171875,815.9000244140625,6863.60009765625,1522.75,1711.5999755859375,3166.199951171875,1181.25,4958.5498046875,12496.900390625,11300.349609375,,3551.25,1789.4000244140625,2780.800048828125,2521.449951171875,517.1500244140625,1886.800048828125,154.6999969482422,944.0,335.3500061035156,328.8500061035156,409.6499938964844,531.4000244140625,349.04998779296875,173.25,1624.5999755859375,1383.199951171875,4902.5,2699.89990234375,1598.050048828125,1719.0,1077.25,5356.5498046875,6962.9501953125,24813.19921875,5764.2998046875,582.9500122070312,4868.85009765625,1838.949951171875,1478.3499755859375,10501.599609375,703.5
2024-08-28 00:00:00+05:30,2996.60009765625,1637.0999755859375,1223.8499755859375,1939.0999755859375,4506.0498046875,1791.300048828125,2764.35009765625,497.29998779296875,3689.050048828125,809.4000244140625,6900.0,1556.3499755859375,1719.449951171875,3125.5,1170.949951171875,4964.85009765625,12357.5,11234.7998046875,,3527.5,1811.8499755859375,2798.0,2492.5,534.5999755859375,1861.0999755859375,153.6999969482422,949.25,334.45001220703125,327.79998779296875,409.04998779296875,526.3499755859375,348.1499938964844,173.75,1627.3499755859375,1415.75,5030.7001953125,2715.550048828125,1618.199951171875,1713.5,1074.550048828125,5311.39990234375,6999.2998046875,24692.19921875,5703.35009765625,578.0499877929688,4946.85009765625,1843.699951171875,1469.800048828125,10656.75,705.0499877929688
2024-08-29 00:00:00+05:30,3041.85009765625,1638.550048828125,1221.9000244140625,1933.3499755859375,4511.7998046875,1777.25,2785.25,505.1000061035156,3683.449951171875,814.5,7063.5498046875,1565.9000244140625,1751.8499755859375,3115.85009765625,1175.4000244140625,5008.7998046875,12453.7998046875,11222.0,,3533.199951171875,1799.199951171875,2757.60009765625,2504.550048828125,538.7000122070312,1829.6500244140625,152.97000122070312,939.7000122070312,333.29998779296875,329.6000061035156,409.8999938964844,527.5499877929688,356.45001220703125,176.83999633789062,1647.3499755859375,1417.449951171875,5012.5498046875,2676.199951171875,1618.550048828125,1755.6500244140625,1121.6500244140625,5374.5,6931.14990234375,24821.349609375,5831.39990234375,577.7999877929688,4915.89990234375,1843.699951171875,1476.050048828125,10807.849609375,700.5
2024-08-30 00:00:00+05:30,3019.25,1636.9000244140625,1229.199951171875,1943.699951171875,4553.75,1780.800048828125,2778.0,501.8999938964844,3704.64990234375,815.5999755859375,7200.14990234375,1589.050048828125,1753.25,3126.800048828125,1175.25,4927.4501953125,12403.0,11301.900390625,,3565.14990234375,1821.6500244140625,2805.39990234375,2500.75,538.4000244140625,1838.1500244140625,152.75999450683594,941.0999755859375,337.3999938964844,330.75,416.20001220703125,524.9500122070312,357.6499938964844,176.97000122070312,1636.5,1425.25,5093.89990234375,2698.85009765625,1654.9000244140625,1783.050048828125,1111.3499755859375,5455.39990234375,7031.35009765625,25482.0,5855.25,598.3499755859375,4960.5,1850.300048828125,1481.9000244140625,10891.5498046875,701.3499755859375
2024-09-02 00:00:00+05:30,3032.5,1626.949951171875,1229.949951171875,1964.5,4521.0498046875,1780.25,2789.050048828125,510.04998779296875,3683.10009765625,822.1500244140625,7440.0498046875,1571.3499755859375,1806.6500244140625,3150.949951171875,1188.800048828125,4999.85009765625,12427.400390625,11424.900390625,,3587.550048828125,1815.949951171875,2777.0,2509.89990234375,532.4500122070312,1945.699951171875,152.8800048828125,940.4500122070312,335.54998779296875,326.20001220703125,410.0,520.8499755859375,358.45001220703125,178.72999572753906,1646.6500244140625,1449.050048828125,5036.85009765625,2690.800048828125,1646.6500244140625,1840.550048828125,1092.6500244140625,5578.2001953125,6872.14990234375,25427.30078125,5922.14990234375,599.5,4911.9501953125,1888.75,1494.5,11126.099609375,683.9000244140625
